"subdistrictid","subdistrictcityid","subdistrictname","createdby","createddate","updatedby","updateddate","isactive"
910832,9108,Dogomo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910833,9108,Aweida,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910834,9108,Topiyai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910901,9109,Mimika Baru,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910902,9109,Agimuga,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910903,9109,Mimika Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910904,9109,Mimika Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910905,9109,Jita,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910906,9109,Jila,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910907,9109,Mimika Timur Jauh,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910908,9109,Mimika Tengah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910909,9109,Kuala Kencana,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910910,9109,Tembagapura,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910911,9109,Mimika Barat Jauh,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910912,9109,Mimika Barat Tengah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910913,9109,Kwamki Narama,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910914,9109,Hoya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910915,9109,Iwaka,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910916,9109,Wania,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910917,9109,Amar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
910918,9109,Alama,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911001,9110,Sarmi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911002,9110,Tor Atas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911003,9110,Pantai Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911004,9110,Pantai Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911005,9110,Bonggo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911009,9110,Apawer Hulu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911012,9110,Sarmi Selatan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911013,9110,Sarmi Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911014,9110,Pantai Timur Bagian Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911015,9110,Bonggo Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911101,9111,Waris,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911102,9111,Arso,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911103,9111,Senggi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911104,9111,Web,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911105,9111,Skanto,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911106,9111,Arso Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911107,9111,Towe,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911108,9111,Arso Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911109,9111,Mannem,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911110,9111,Yaffi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911111,9111,Kaisenar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911201,9112,Oksibil,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911202,9112,Kiwirok,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911203,9112,Okbibab,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911204,9112,Iwur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911205,9112,Batom,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911206,9112,Borme,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911207,9112,Kiwirok Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911208,9112,Aboy,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911209,9112,Pepera,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911210,9112,Bime,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911211,9112,Alemsom,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911212,9112,Okbape,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911213,9112,Kalomdol,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911214,9112,Oksop,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911215,9112,Serambakon,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911216,9112,Ok Aom,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911217,9112,Kawor,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911218,9112,Awinbon,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911219,9112,Tarup,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911220,9112,Okhika,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911221,9112,Oksamol,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911222,9112,Oklip,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911223,9112,Okbemtau,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911224,9112,Oksebang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911225,9112,Okbab,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911226,9112,Batani,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911227,9112,Weime,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911228,9112,Murkim,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911229,9112,Mofinop,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911230,9112,Jetfa,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911231,9112,Teiraplu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911232,9112,Eipumek,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911233,9112,Pamek,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911234,9112,Nongme,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911301,9113,Kurima,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911302,9113,Anggruk,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911303,9113,Ninia,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911306,9113,Silimo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911307,9113,Samenage,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911308,9113,Nalca,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911309,9113,Dekai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911310,9113,Obio,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911311,9113,Suru Suru,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911312,9113,Wusama,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911313,9113,Amuma,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911314,9113,Musaik,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911315,9113,Pasema,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911316,9113,Hogio,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911317,9113,Mugi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911318,9113,Soba,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911319,9113,Werima,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911320,9113,Tangma,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911321,9113,Ukha,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911322,9113,Panggema,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911323,9113,Kosarek,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911324,9113,Nipsan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911325,9113,Ubahak,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911326,9113,Pronggoli,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911327,9113,Walma,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911328,9113,Yahuliambut,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911329,9113,Hereapini,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911330,9113,Ubalihi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911331,9113,Talambo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911332,9113,Puldama,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911333,9113,Endomen,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911334,9113,Kona,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911335,9113,Dirwemna,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911336,9113,Holuon,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911337,9113,Lolat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911338,9113,Soloikma,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911339,9113,Sela,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911340,9113,Korupun,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911341,9113,Langda,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911342,9113,Bomela,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911343,9113,Suntamon,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911344,9113,Seredela,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911345,9113,Sobaham,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911346,9113,Kabianggama,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911347,9113,Kwelemdua,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911348,9113,Kwikma,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911349,9113,Hilipuk,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911350,9113,Duram,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911351,9113,Yogosem,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911352,9113,Kayo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911353,9113,Sumo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911401,9114,Karubaga,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911402,9114,Bokondini,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911403,9114,Kanggime,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911404,9114,Kembu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911405,9114,Goyage,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911406,9114,Wunim,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911407,9114,Wina,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911408,9114,Umagi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911409,9114,Panaga,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911410,9114,Woniki,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911411,9114,Kubu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911412,9114,Konda/ Kondaga,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911413,9114,Nelawi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911414,9114,Kuari,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911415,9114,Bokoneri,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911416,9114,Bewani,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911418,9114,Nabunage,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911419,9114,Gilubandu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911420,9114,Nunggawi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911421,9114,Gundagi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911422,9114,Numba,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911423,9114,Timori,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911424,9114,Dundu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911425,9114,Geya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911426,9114,Egiam,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911427,9114,Poganeri,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911428,9114,Kamboneri,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911429,9114,Airgaram,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911430,9114,Wari/Taiyeve II,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911431,9114,Dow,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911432,9114,Tagineri,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911433,9114,Yuneri,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911434,9114,Wakuwo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911435,9114,Gika,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911436,9114,Telenggeme,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911437,9114,Anawi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911438,9114,Wenam,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911439,9114,Wugi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911440,9114,Danime,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911441,9114,Tagime,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911442,9114,Kai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911443,9114,Aweku,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911444,9114,Bogonuk,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911445,9114,Li Anogomma,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911446,9114,Biuk,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911447,9114,Yuko,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911501,9115,Waropen Bawah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911503,9115,Masirei,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911507,9115,Risei Sayati,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911508,9115,Urei Faisei,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911509,9115,Inggerus,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911510,9115,Kirihi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911511,9115,Oudate,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911512,9115,Wapoga,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911513,9115,Demba,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911514,9115,Wonti,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911515,9115,Soyoi Mambai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911601,9116,Mandobo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911602,9116,Mindiptana,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911603,9116,Waropko,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911604,9116,Kouh,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911605,9116,Jair,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911606,9116,Bomakia,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911607,9116,Kombut,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911608,9116,Iniyandit,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911609,9116,Arimop,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911610,9116,Fofi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911611,9116,Ambatkwi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911612,9116,Manggelum,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911613,9116,Firiwage,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911614,9116,Yaniruma,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911615,9116,Subur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911616,9116,Kombay,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911617,9116,Ninati,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911618,9116,Sesnuk,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911619,9116,Ki,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911620,9116,Kawagit,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911701,9117,Obaa,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911702,9117,Mambioman Bapai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911703,9117,Citak-Mitak,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911704,9117,Edera,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911705,9117,Haju,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911706,9117,Assue,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911707,9117,Kaibar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911708,9117,Passue,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911709,9117,Minyamur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911710,9117,Venaha,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911711,9117,Syahcame,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911712,9117,Yakomi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911713,9117,Bamgi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911714,9117,Passue Bawah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911715,9117,Ti Zain,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911801,9118,Agats,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911802,9118,Atsj,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911803,9118,Sawa Erma,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911804,9118,Akat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911805,9118,Fayit,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911806,9118,Pantai Kasuari,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911807,9118,Suator,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911808,9118,Suru-suru,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911809,9118,Kolf Braza,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911810,9118,Unir Sirau,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911811,9118,Joerat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911812,9118,Pulau Tiga,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911813,9118,Jetsy,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911814,9118,Der Koumur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911815,9118,Kopay,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911816,9118,Safan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911817,9118,Sirets,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911818,9118,Ayip,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911819,9118,Betcbamu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911820,9118,Joutu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911821,9118,Aswi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911822,9118,Awyu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911823,9118,Koroway Buluanop,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911901,9119,Supiori Selatan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911902,9119,Supiori Utara,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911903,9119,Supiori Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911904,9119,Kepulauan Aruri,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
911905,9119,Supiori Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912001,9120,Mamberamo Tengah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912002,9120,Mamberamo Hulu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912003,9120,Rufaer,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912004,9120,Mamberamo Tengah Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912005,9120,Mamberamo Hilir,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912006,9120,Waropen Atas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912007,9120,Benuki,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912008,9120,Sawai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912101,9121,Kobagma,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912102,9121,Kelila,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912103,9121,Eragayam,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912104,9121,Megambilis,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912105,9121,Ilugwa,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912201,9122,Elelim,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912202,9122,Apalapsili,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912203,9122,Abenaho,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912204,9122,Benawa,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912205,9122,Welarek,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912301,9123,Tiom,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912302,9123,Pirime,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912303,9123,Makki,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912304,9123,Gamelia,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912305,9123,Dimba,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912306,9123,Melagineri,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912307,9123,Balingga,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912308,9123,Tiomneri,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912309,9123,Kuyawage,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912310,9123,Poga,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912311,9123,Niname,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912312,9123,Nogi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912313,9123,Yiginua,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912314,9123,Tiom Ollo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912315,9123,Yugungwi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912316,9123,Mokoni,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912317,9123,Wereka,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912318,9123,Milimbo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912319,9123,Wiringgambut,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912320,9123,Gollo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912321,9123,Awina,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912322,9123,Ayumnati,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912323,9123,Wano Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912324,9123,Goa Balim,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912325,9123,Bruwa,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912326,9123,Balingga Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912327,9123,Gupura,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912328,9123,Kolawa,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912329,9123,Gelok Beam,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912330,9123,Kuly Lanny,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912331,9123,Lannyna,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912332,9123,Karu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912333,9123,Yiluk,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912334,9123,Guna,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912335,9123,Kelulome,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912336,9123,Nikogwe,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912337,9123,Muara,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912338,9123,Buguk Gona,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912339,9123,Melagi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912401,9124,Kenyam,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912402,9124,Mapenduma,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912403,9124,Yigi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912404,9124,Wosak,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
912405,9124,Geselma,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
